-5.53,7.45,2.90,-1.95,1.87,3.71,0.28,-0.39,0.12
-5.46,7.75,2.59,2.09,3.34,1.74,0.29,-0.40,0.09
-5.39,7.64,2.72,-3.31,-1.49,-1.98,0.28,-0.39,0.10
-5.51,7.54,2.90,2.17,-5.38,0.92,0.29,-0.39,0.10
-5.50,7.59,2.55,-1.11,1.46,2.57,0.28,-0.39,0.10
-5.48,7.58,2.86,-2.16,0.52,1.47,0.28,-0.40,0.10
-5.62,7.54,2.78,0.85,-0.76,-1.68,0.28,-0.39,0.10
-5.80,7.42,2.59,-1.65,3.66,-2.66,0.29,-0.40,0.09
-5.81,7.35,2.53,6.03,-6.05,-1.14,0.29,-0.39,0.10
-5.31,8.01,2.93,2.77,-0.12,9.01,0.28,-0.39,0.09
-5.91,7.21,3.32,-0.51,-1.38,-5.46,0.30,-0.40,0.10
-5.53,7.00,3.33,-0.25,-5.97,-6.94,0.30,-0.40,0.09
-5.76,8.43,3.13,-5.64,0.90,-20.25,0.29,-0.41,0.11
-4.53,8.07,3.07,-21.37,-5.65,4.41,0.31,-0.42,0.13
-4.85,7.91,2.21,-0.12,-6.74,-5.56,0.30,-0.42,0.13
-5.02,8.23,2.47,14.78,-19.18,1.08,0.29,-0.41,0.12
-5.09,8.28,2.93,10.41,-8.31,17.54,0.27,-0.40,0.10
-4.57,7.27,3.07,-11.02,1.01,6.33,0.27,-0.40,0.11
-5.40,7.99,2.97,-5.10,-6.66,-0.80,0.27,-0.40,0.12
-4.65,7.24,2.68,-7.69,-16.49,20.29,0.26,-0.42,0.14
-5.51,7.38,1.52,-19.55,14.73,7.41,0.27,-0.40,0.12
-5.56,8.49,1.53,50.46,-51.67,24.02,0.26,-0.38,0.11
-4.92,7.25,3.29,-147.22,36.30,-61.08,0.23,-0.38,0.14
-7.14,5.92,3.09,28.96,-5.25,2.10,0.34,-0.49,0.21
-4.53,7.45,1.50,-5.35,26.92,44.21,0.28,-0.41,0.15
-7.28,9.96,1.45,8.34,61.68,23.54,0.29,-0.37,0.08
-6.46,7.64,2.82,46.91,34.47,40.22,0.31,-0.37,0.09
-4.50,8.09,2.53,92.71,-63.48,9.97,0.28,-0.29,0.06
-7.99,7.99,2.28,-64.93,2.22,-135.09,0.28,-0.29,0.05
-6.89,6.78,2.69,-2.73,-6.82,-5.45,0.34,-0.42,0.13
-5.75,6.37,2.91,-2.41,7.39,13.87,0.33,-0.42,0.16
-6.38,9.15,1.41,23.71,-7.95,27.69,0.28,-0.38,0.16
-5.96,7.56,0.60,0.26,71.72,29.17,0.32,-0.36,0.17
-5.63,9.66,2.41,70.26,-31.89,29.31,0.29,-0.34,0.12
-5.32,8.54,3.34,-15.71,-33.45,-48.55,0.25,-0.30,0.09
-6.68,6.53,2.72,-2.95,-23.95,-82.82,0.28,-0.32,0.10
-7.65,5.01,4.57,-19.78,-27.40,-7.26,0.29,-0.38,0.12
-7.36,7.99,2.87,-31.38,70.70,71.29,0.26,-0.35,0.12
-5.37,7.99,0.48,-44.56,46.88,95.79,0.30,-0.35,0.11
-5.93,8.76,1.72,-23.12,54.71,-45.68,0.34,-0.40,0.14
-6.34,6.93,3.55,-27.75,5.22,-16.65,0.40,-0.42,0.14
-6.98,6.23,2.51,-84.46,81.98,-3.67,0.45,-0.44,0.15
-5.99,9.02,1.01,45.43,-45.37,76.13,0.41,-0.46,0.17
-4.47,6.92,2.43,-64.72,83.60,-4.00,0.32,-0.47,0.23
-5.95,11.21,2.24,62.73,-35.11,-25.93,0.35,-0.49,0.24
-4.50,8.75,0.05,88.38,-82.77,-26.09,0.35,-0.48,0.22
-3.98,9.96,1.80,139.96,-111.38,2.07,0.27,-0.41,0.15
-5.76,7.65,1.42,3.04,-5.00,-120.50,0.30,-0.35,0.09
-9.26,4.39,2.86,5.48,-28.80,-67.40,0.41,-0.40,0.10
-7.68,6.84,5.70,-6.58,18.09,99.79,0.35,-0.40,0.13
-4.96,10.79,1.56,-1.44,36.08,142.28,0.26,-0.30,0.09
-4.51,6.31,0.10,-19.00,57.42,-44.33,0.25,-0.26,0.09
-8.63,10.53,3.04,-9.41,-68.92,-143.73,0.33,-0.32,0.09
-4.75,6.30,2.99,85.99,-78.40,-46.14,0.34,-0.42,0.13
-7.78,6.10,3.43,-59.90,44.39,56.40,0.37,-0.40,0.07
-7.67,11.58,1.88,-16.45,86.45,173.06,0.27,-0.34,0.10
-2.39,7.34,1.01,31.54,-9.84,32.22,0.24,-0.24,0.09
-7.19,9.86,2.87,-78.84,-10.50,-122.32,0.29,-0.27,0.06
-6.59,8.33,4.24,12.90,-5.58,-93.77,0.28,-0.39,0.13
-7.87,4.24,3.08,45.09,-56.00,16.12,0.34,-0.44,0.11
-8.44,8.89,3.40,-12.25,0.05,139.02,0.19,-0.34,0.14
-3.56,12.81,1.14,32.50,-5.45,123.84,0.12,-0.15,0.13
-6.16,9.79,1.35,-15.70,-23.84,-91.67,0.14,-0.23,0.10
-8.80,6.84,2.85,30.12,-68.45,-122.56,0.23,-0.37,0.12
-7.14,7.27,3.88,18.02,-7.85,9.69,0.26,-0.40,0.11
-6.06,6.65,3.38,15.31,-39.10,115.76,0.22,-0.36,0.11
-5.09,6.99,2.85,-87.61,19.03,103.32,0.13,-0.27,0.14
-7.06,10.52,2.09,7.90,48.61,-36.40,0.11,-0.28,0.15
-6.80,7.66,1.93,-19.30,3.12,-100.48,0.23,-0.34,0.08
