-0.66,9.65,0.11,-0.69,-0.33,-2.17,0.37,-0.51,0.20
-0.79,9.64,-0.07,-3.65,-0.49,0.56,0.37,-0.50,0.22
-0.70,9.60,-0.08,-3.42,-0.56,0.26,0.37,-0.51,0.22
-0.62,9.53,-0.08,-1.65,-1.77,0.42,0.36,-0.51,0.23
-0.84,9.65,-0.13,7.42,-2.75,-0.17,0.37,-0.51,0.22
-0.93,9.96,0.11,21.01,10.81,-22.65,0.38,-0.50,0.21
1.40,10.61,-1.40,49.07,16.77,-96.59,0.49,-0.47,0.11
-1.83,8.14,1.29,-53.13,72.14,120.74,0.53,-0.51,0.18
7.30,11.13,-1.10,-18.88,20.50,54.36,0.35,-0.50,0.24
-1.16,10.01,-0.95,-13.44,6.33,-17.21,0.37,-0.51,0.24
-0.60,9.64,-0.38,3.90,0.05,-27.00,0.40,-0.52,0.25
-0.15,9.46,-0.24,7.17,3.77,-10.21,0.44,-0.53,0.23
0.15,9.62,-0.23,-1.44,-8.55,-5.55,0.45,-0.52,0.22
0.84,9.38,-0.04,0.37,-7.15,-15.98,0.46,-0.52,0.21
-0.12,14.37,1.11,40.68,-56.17,-106.43,0.54,-0.50,0.18
-3.45,4.41,0.81,9.71,-9.65,40.80,0.65,-0.45,0.14
6.53,10.81,-0.49,-19.08,-25.29,129.29,0.48,-0.50,0.18
0.03,6.03,2.98,33.19,-26.98,-17.37,0.37,-0.52,0.24
-0.79,9.63,-0.02,-4.66,-0.37,-27.68,0.42,-0.52,0.24
0.90,9.70,-0.11,1.13,-8.68,-42.19,0.47,-0.52,0.23
1.24,12.96,1.07,44.51,-9.76,-66.47,0.53,-0.51,0.21
3.18,9.31,-3.77,45.47,39.89,-136.66,0.70,-0.41,0.13
-1.83,9.64,1.95,-65.48,43.72,284.45,0.65,-0.46,0.13
8.29,12.34,5.13,-29.85,-2.60,-0.79,0.28,-0.51,0.26
-0.69,9.50,-0.23,4.07,-2.37,-40.85,0.39,-0.54,0.22
0.09,9.72,-0.17,-3.39,-4.60,-33.81,0.46,-0.55,0.21
1.69,11.24,-0.62,27.36,-7.61,-70.59,0.54,-0.54,0.19
-1.67,10.05,-0.59,64.80,88.10,-168.44,0.67,-0.44,0.08
-3.75,6.39,-0.73,-57.83,-32.75,244.77,0.69,-0.43,0.07
7.51,12.77,1.58,-57.22,-109.78,112.62,0.38,-0.52,0.27
-2.64,9.28,1.43,14.78,10.06,-66.34,0.42,-0.54,0.29
-0.23,9.64,-0.73,-2.46,-1.78,-20.75,0.49,-0.54,0.26
-0.20,10.01,-1.05,1.38,-15.83,-24.89,0.51,-0.54,0.27
-2.72,18.99,0.48,23.78,-85.72,-197.98,0.64,-0.50,0.22
-4.53,5.88,3.31,-61.56,-111.54,182.44,0.63,-0.47,0.17
8.45,11.93,-0.15,-1.07,-93.01,84.96,0.26,-0.48,0.21
0.14,9.61,-0.03,-8.26,11.58,-47.16,0.27,-0.50,0.25
-1.02,9.73,-0.67,-6.01,-14.96,-12.08,0.29,-0.51,0.27
0.22,10.25,-0.84,2.55,-4.90,-34.66,0.32,-0.53,0.27
0.10,14.14,0.78,39.46,-20.35,-95.29,0.43,-0.55,0.25
-2.53,3.07,-1.99,54.51,26.62,-17.38,0.61,-0.51,0.16
3.03,13.97,-3.04,6.46,196.13,205.79,0.49,-0.52,0.14
7.27,10.77,-2.01,-27.76,106.75,36.80,0.38,-0.50,0.15
-0.90,9.40,1.24,-25.34,17.04,-20.14,0.44,-0.53,0.16
-0.90,9.79,-0.30,-14.58,5.73,-11.28,0.44,-0.55,0.20
-0.46,9.65,-0.06,1.72,-2.28,-5.49,0.47,-0.56,0.20
0.31,9.84,-0.17,24.08,15.65,-14.52,0.49,-0.54,0.18
-1.71,13.99,1.57,72.12,49.90,-60.53,0.54,-0.49,0.09
-1.69,5.32,-1.26,14.06,124.04,58.69,0.70,-0.43,0.07
7.42,13.20,-1.53,-28.25,155.50,146.96,0.61,-0.55,0.31
-0.84,10.40,-0.45,-11.98,18.99,-27.05,0.57,-0.56,0.36
-0.34,9.90,-0.21,9.02,3.51,-26.72,0.60,-0.55,0.37
1.03,10.04,0.66,22.61,-1.58,-26.00,0.65,-0.53,0.33
0.15,12.59,2.95,65.30,-8.00,-28.58,0.67,-0.51,0.26
2.80,9.81,0.92,57.14,69.37,-108.02,0.76,-0.42,0.18
-0.29,3.60,2.70,-49.58,35.04,72.80,0.85,-0.35,0.29
3.60,11.18,0.90,-32.13,-25.68,141.10,0.70,-0.51,0.43
3.97,12.26,2.13,-29.58,-110.54,68.41,0.53,-0.55,0.48
-2.48,8.55,-2.25,1.38,-20.24,-57.72,0.59,-0.54,0.45
0.85,9.28,-1.31,4.93,-17.59,-21.74,0.65,-0.52,0.43
1.27,10.49,-0.97,7.14,-18.59,-44.76,0.69,-0.51,0.40
-7.10,15.81,0.62,49.34,-79.21,-181.56,0.81,-0.41,0.32
-1.16,4.01,-0.44,-14.95,-9.64,138.55,0.83,-0.36,0.33
4.95,15.57,1.27,-6.25,-31.94,189.18,0.53,-0.53,0.38
-12.92,14.81,-0.97,41.42,-84.50,-69.72,0.49,-0.54,0.36
-1.06,9.78,-0.60,-12.53,-20.04,-4.48,0.56,-0.52,0.34
-0.07,9.75,-1.44,4.66,-14.94,-24.21,0.58,-0.52,0.34
0.67,9.56,-0.42,14.14,-6.05,-42.92,0.63,-0.50,0.33
1.24,12.52,1.20,46.92,-0.22,-73.56,0.71,-0.45,0.26
0.10,7.41,0.97,76.34,-83.39,-74.54,0.79,-0.29,0.22
