4.89,6.09,5.59,-2.77,-0.65,-1.20,0.85,-0.24,0.13
4.90,6.05,5.60,0.64,1.24,-0.18,0.86,-0.24,0.13
4.70,6.05,5.79,0.93,1.65,-1.64,0.86,-0.24,0.14
4.96,6.05,5.50,-1.37,-1.36,2.07,0.86,-0.24,0.14
4.94,5.97,5.66,-3.12,-0.67,-2.51,0.85,-0.24,0.13
4.82,6.08,5.59,-1.58,-0.52,-1.26,0.85,-0.24,0.14
4.89,6.01,5.52,-2.97,-0.66,1.23,0.85,-0.24,0.14
4.01,5.92,6.69,8.08,-4.95,-2.73,0.85,-0.24,0.13
5.73,4.98,6.74,25.91,18.14,-16.89,0.85,-0.23,0.14
4.94,2.57,3.99,116.01,78.29,-32.17,0.87,-0.09,0.16
5.54,3.45,3.40,-69.41,1.88,40.87,0.87,-0.09,0.18
6.45,6.57,8.20,-77.73,23.10,108.23,0.85,-0.26,0.20
5.91,9.21,2.89,50.74,91.86,139.85,0.80,-0.39,0.31
6.43,5.74,6.18,32.90,93.84,-39.46,0.70,-0.47,0.39
7.99,6.02,5.49,41.12,11.46,-133.58,0.77,-0.43,0.38
8.61,6.96,5.14,42.28,-24.46,-76.21,0.88,-0.25,0.29
3.97,4.02,2.69,24.48,9.99,-12.24,0.90,-0.11,0.28
5.72,6.88,4.35,-85.43,9.34,159.94,0.88,-0.23,0.30
12.22,7.79,5.41,-33.88,39.58,130.94,0.71,-0.47,0.38
7.79,5.40,5.49,36.55,-5.48,-71.35,0.67,-0.47,0.45
6.64,8.69,3.62,127.86,66.25,-131.01,0.79,-0.37,0.37
3.46,4.80,1.77,21.96,-7.48,-11.02,0.87,-0.24,0.29
6.52,8.96,3.48,-173.59,-26.08,110.95,0.82,-0.33,0.28
8.13,8.59,5.83,-139.81,-52.70,133.53,0.66,-0.46,0.48
6.79,10.96,2.41,110.07,3.77,-65.18,0.64,-0.47,0.50
9.37,11.68,1.68,100.48,16.33,-173.02,0.84,-0.36,0.33
1.72,4.41,0.14,-55.75,-19.02,-23.17,0.91,-0.19,0.35
7.35,10.62,5.40,-127.28,-110.52,152.81,0.87,-0.33,0.29
6.50,5.18,10.57,-67.10,-133.74,-69.81,0.76,-0.45,0.35
3.60,10.23,1.90,116.30,21.27,-96.14,0.79,-0.40,0.24
2.45,6.53,1.07,26.50,-2.35,-21.03,0.90,-0.20,0.23
5.57,8.56,6.32,-101.64,5.19,97.20,0.80,-0.37,0.19
4.63,6.50,5.10,-54.53,33.35,49.63,0.75,-0.46,0.35
4.37,6.93,6.14,32.65,5.98,-56.25,0.75,-0.47,0.36
3.44,8.86,5.08,50.81,-49.49,-45.84,0.80,-0.41,0.28
5.61,8.06,3.69,132.13,25.95,-129.99,0.87,-0.29,0.19
6.30,4.08,5.04,4.52,13.10,-29.02,0.90,-0.19,0.21
4.72,5.54,4.50,-25.75,12.63,64.76,0.90,-0.20,0.24
7.52,8.10,5.43,4.36,34.29,136.88,0.83,-0.37,0.28
5.53,4.60,6.35,-101.30,-21.46,23.88,0.73,-0.48,0.33
7.49,6.54,7.49,93.69,1.01,-94.00,0.71,-0.49,0.35
4.68,7.49,5.76,105.74,-12.42,-140.81,0.87,-0.29,0.18
1.74,4.16,4.77,-34.47,1.70,47.72,0.89,-0.17,0.16
7.61,6.66,8.44,-76.51,-2.07,172.58,0.83,-0.37,0.20
5.13,3.97,7.27,36.15,46.54,20.75,0.71,-0.50,0.27
3.82,4.82,10.66,55.81,19.35,-48.02,0.74,-0.46,0.23
5.40,5.71,6.75,138.63,22.25,32.87,0.78,-0.39,0.15
5.62,4.88,2.28,36.15,7.95,36.11,0.78,-0.33,0.09
7.92,2.86,9.08,-28.62,47.51,133.75,0.72,-0.40,0.10
7.13,1.90,7.12,-29.24,-54.54,58.97,0.63,-0.48,0.13
4.90,3.29,8.95,-55.06,-54.01,-19.94,0.55,-0.51,0.17
5.92,6.41,9.56,-4.25,-49.00,-51.56,0.55,-0.52,0.22
6.09,4.15,5.41,119.59,15.86,-67.72,0.62,-0.44,0.12
4.80,4.53,4.04,-20.29,8.99,-18.42,0.68,-0.32,0.04
3.85,5.93,9.11,-112.78,33.70,41.35,0.68,-0.41,0.13
5.78,4.92,7.21,3.69,64.90,79.45,0.59,-0.51,0.26
4.25,5.57,5.25,-56.50,28.14,-20.19,0.55,-0.52,0.34
3.78,7.34,4.54,19.61,31.94,-18.06,0.58,-0.51,0.35
5.58,9.53,4.37,101.07,20.60,23.40,0.57,-0.49,0.28
5.89,6.55,4.47,-13.32,45.73,15.41,0.55,-0.50,0.28
6.39,5.50,4.25,-17.69,-1.38,41.35,0.52,-0.51,0.31
6.90,8.66,7.58,45.48,-21.19,-10.36,0.52,-0.49,0.34
2.81,8.37,3.75,111.18,-42.86,-70.38,0.56,-0.43,0.19
1.36,4.65,6.39,-67.17,89.97,121.07,0.61,-0.41,0.17
10.02,9.15,8.17,-162.57,-123.59,94.35,0.43,-0.46,0.32
4.89,7.19,4.72,93.65,-0.11,-56.00,0.43,-0.48,0.39
4.92,8.06,3.45,99.64,66.80,-77.01,0.50,-0.44,0.23
4.24,7.79,3.70,-24.08,-48.40,18.02,0.55,-0.41,0.19
3.57,7.20,7.32,-79.70,54.31,56.39,0.50,-0.46,0.29
5.11,6.02,5.91,-67.71,-7.61,23.00,0.40,-0.46,0.35
6.39,7.16,6.69,44.87,26.42,-34.32,0.42,-0.46,0.39
5.24,8.34,1.34,80.77,-14.13,-135.88,0.51,-0.46,0.30
5.22,5.94,1.95,-56.08,-32.58,5.20,0.58,-0.44,0.23
5.73,7.20,4.85,-48.12,70.46,69.74,0.56,-0.45,0.31
8.40,8.35,3.07,39.56,-8.42,92.50,0.44,-0.47,0.36
6.80,6.97,3.47,45.75,-44.31,-44.37,0.46,-0.48,0.34
4.48,6.54,5.21,37.42,-16.54,-69.36,0.55,-0.46,0.27
4.14,5.16,5.77,-38.18,-8.26,43.65,0.56,-0.46,0.27
6.30,6.86,6.84,-119.67,-31.29,34.87,0.46,-0.47,0.41
5.18,8.13,2.87,98.49,26.14,-47.27,0.53,-0.46,0.39
2.98,8.93,0.34,36.51,50.66,36.55,0.53,-0.45,0.30
5.42,8.84,4.13,-20.34,21.68,93.77,0.47,-0.46,0.35
3.39,6.61,5.02,-88.89,3.40,21.00,0.38,-0.46,0.42
3.54,8.54,4.93,165.61,44.99,-7.21,0.40,-0.46,0.36
5.10,7.25,6.13,69.46,-22.28,-27.05,0.46,-0.45,0.26
4.06,6.99,4.85,-6.85,-26.99,-80.68,0.52,-0.44,0.26
3.98,7.31,5.28,-67.16,42.91,19.27,0.56,-0.44,0.28
7.18,7.54,0.78,-42.28,-13.56,58.97,0.46,-0.47,0.30
4.42,7.09,2.93,15.44,-3.75,-8.46,0.45,-0.48,0.35
3.62,8.00,5.51,83.40,-57.58,-40.28,0.46,-0.46,0.26
3.93,7.13,4.07,-37.60,35.46,58.35,0.46,-0.44,0.21
5.39,6.81,7.37,-20.56,7.58,70.02,0.42,-0.46,0.24
2.40,7.75,3.07,85.76,49.97,-76.80,0.42,-0.43,0.17
3.26,9.47,5.72,-72.78,-11.16,33.52,0.49,-0.43,0.17
13.21,6.98,11.83,-171.62,13.69,-57.01,0.42,-0.49,0.24
8.44,8.32,2.28,138.84,-13.64,-273.71,0.67,-0.44,0.16
10.50,-3.47,3.66,136.68,-100.65,-175.06,0.81,-0.03,0.05
-7.31,-4.16,-0.36,52.86,44.93,-158.32,0.59,0.29,0.13
0.82,-3.84,-3.12,82.93,74.52,160.08,0.63,0.31,0.21
17.12,-0.17,2.03,-197.88,-269.18,127.32,0.84,0.10,0.25
10.50,-4.88,5.82,-56.90,-36.69,94.38,0.70,-0.13,0.00
11.89,0.12,8.44,-74.37,32.68,-22.04,0.62,-0.32,0.01
4.72,-0.11,6.02,-96.55,-49.16,-113.86,0.71,-0.33,0.07
8.06,4.05,5.84,-141.89,-93.56,-0.87,0.70,-0.36,0.11
4.48,3.46,7.12,-6.41,20.59,6.96,0.67,-0.43,0.17
4.93,6.42,7.66,-40.60,-7.38,-32.95,0.68,-0.44,0.21
3.60,4.35,4.99,36.73,39.03,-17.04,0.74,-0.40,0.22
5.03,6.85,10.25,29.97,71.48,116.20,0.71,-0.41,0.22
6.03,7.26,0.22,-19.72,-0.82,184.22,0.57,-0.46,0.22
7.02,6.04,8.24,-95.44,-9.30,46.38,0.44,-0.49,0.53
6.13,12.88,4.22,204.40,-54.90,-204.09,0.54,-0.50,0.35
-1.02,6.03,3.80,-39.87,-64.16,39.57,0.76,-0.38,0.20
6.28,7.10,3.89,132.15,116.51,172.99,0.63,-0.47,0.22
6.73,5.22,6.25,-86.33,-91.85,-16.05,0.51,-0.50,0.25
4.45,7.47,5.73,38.68,12.04,-33.19,0.55,-0.51,0.31
4.61,7.47,3.44,32.02,40.48,1.81,0.61,-0.49,0.27
4.94,5.64,6.10,23.31,-4.68,30.32,0.64,-0.48,0.25
5.10,4.75,6.95,-8.13,4.45,65.56,0.62,-0.50,0.25
3.79,6.08,4.73,-38.98,4.66,-11.86,0.58,-0.51,0.29
7.11,8.00,6.00,44.11,22.56,3.70,0.60,-0.52,0.33
5.00,5.90,2.09,-32.49,3.65,3.36,0.62,-0.50,0.27
5.76,6.56,7.11,32.70,9.91,18.11,0.62,-0.51,0.29
3.88,4.71,5.95,-32.10,-51.43,-28.75,0.64,-0.50,0.28
7.39,5.01,5.92,-3.57,-49.31,-95.65,0.63,-0.50,0.27
5.47,7.10,6.01,-30.99,-77.04,-141.15,0.78,-0.38,0.23
4.17,5.25,2.93,-6.72,37.91,77.05,0.81,-0.35,0.21
8.53,6.49,6.84,-97.50,-10.20,152.94,0.69,-0.49,0.33
7.46,6.27,6.46,63.15,54.71,-48.28,0.60,-0.53,0.41
5.92,8.01,7.20,30.09,-180.15,-181.39,0.75,-0.44,0.29
3.67,5.54,1.95,25.99,44.86,-46.95,0.84,-0.29,0.16
4.23,5.14,7.64,-55.95,54.23,128.11,0.85,-0.32,0.20
7.06,5.25,6.09,-130.24,-81.44,-11.87,0.75,-0.45,0.32
6.54,6.34,5.36,-4.90,-55.90,-34.09,0.76,-0.44,0.32
6.39,6.64,5.51,55.97,-2.48,-57.61,0.80,-0.39,0.27
3.99,7.13,2.31,13.04,-20.46,-48.76,0.85,-0.30,0.22
5.96,6.10,6.11,-74.37,22.50,104.33,0.83,-0.34,0.23
5.26,6.01,6.77,-68.64,-24.77,-10.68,0.80,-0.38,0.26
4.72,7.01,4.81,33.22,42.37,-0.07,0.82,-0.38,0.25
5.84,6.89,5.54,20.61,-57.65,-26.74,0.82,-0.37,0.27
4.98,6.68,3.79,7.73,22.03,-17.48,0.84,-0.31,0.22
2.95,8.35,2.74,-36.46,57.11,74.79,0.84,-0.33,0.25
4.49,6.20,7.06,-140.88,-67.28,16.44,0.79,-0.41,0.38
5.19,9.43,3.73,162.64,54.23,-36.99,0.78,-0.42,0.32
2.69,7.90,3.27,-18.68,-21.92,-44.30,0.85,-0.34,0.30
4.86,6.89,4.91,-63.06,-41.05,13.31,0.83,-0.35,0.24
5.64,6.42,5.33,-15.54,-3.48,-3.96,0.81,-0.37,0.23
4.50,7.42,4.19,38.02,13.27,-18.73,0.84,-0.34,0.24
4.68,7.09,4.29,-7.10,-9.90,4.01,0.83,-0.33,0.22
5.03,6.63,4.89,-15.13,-8.07,6.61,0.82,-0.34,0.22
5.02,6.62,4.81,-2.12,5.01,-3.54,0.82,-0.35,0.24
4.90,6.87,4.70,13.16,-2.04,-6.75,0.83,-0.34,0.23
4.86,6.89,4.42,-0.86,0.12,2.62,0.84,-0.34,0.22
4.96,6.59,4.88,-3.20,1.37,3.62,0.83,-0.33,0.23
4.89,6.48,5.22,4.37,-0.85,-1.83,0.83,-0.35,0.22
4.79,6.85,4.84,3.49,-5.46,1.68,0.83,-0.35,0.21
4.80,6.52,4.96,-4.77,-1.03,0.68,0.83,-0.34,0.22
4.61,6.57,5.13,-3.24,-1.22,-4.07,0.82,-0.34,0.21
4.63,6.50,5.43,6.05,-2.45,-8.16,0.83,-0.34,0.20
4.73,6.61,4.98,-6.41,-5.49,-1.71,0.83,-0.33,0.21
4.82,6.32,5.18,-9.42,-9.62,-4.26,0.83,-0.34,0.22
3.78,8.88,-0.20,11.27,-4.58,-1.00,0.69,-0.50,0.47
3.99,8.76,0.14,9.95,-2.66,7.00,0.68,-0.51,0.45
4.35,10.64,-0.91,2.28,4.48,103.76,0.61,-0.53,0.45
4.81,6.75,0.47,-24.82,-45.60,-77.76,0.58,-0.51,0.46
1.25,8.93,-1.13,7.63,-12.47,-56.63,0.70,-0.49,0.43
2.99,8.53,-0.02,-15.78,-6.69,92.55,0.68,-0.52,0.46
2.89,9.62,-0.80,-19.30,29.00,4.77,0.63,-0.54,0.49
2.79,9.11,-0.87,-9.90,15.67,18.51,0.59,-0.53,0.53
1.92,9.96,-1.68,-8.28,7.88,67.30,0.53,-0.54,0.56
3.44,13.21,-6.07,-27.32,16.63,280.35,0.27,-0.47,0.57
2.42,5.02,0.27,34.65,31.88,-236.00,0.23,-0.44,0.61
-3.85,19.60,-4.74,72.16,-26.52,-220.19,0.69,-0.51,0.54
19.60,6.98,3.79,-15.02,101.82,106.40,0.70,-0.52,0.54
2.69,9.53,-1.06,-9.53,5.21,25.28,0.60,-0.54,0.58
1.85,9.36,-1.54,-10.77,16.94,43.78,0.55,-0.54,0.60
1.11,11.25,-0.84,-8.66,25.96,108.59,0.45,-0.53,0.61
2.86,6.12,0.36,35.00,-52.20,-48.74,0.19,-0.38,0.63
-2.07,19.60,-8.17,21.66,-169.69,-286.72,0.37,-0.53,0.38
-0.13,19.60,11.79,-90.79,-201.01,77.25,0.67,-0.55,0.49
2.39,9.27,0.16,-17.61,13.39,19.06,0.59,-0.56,0.54
1.74,9.48,-0.23,-6.05,-10.81,34.09,0.56,-0.55,0.56
1.23,10.70,-0.26,16.29,-21.74,64.39,0.50,-0.56,0.56
1.01,13.36,-1.48,12.70,-110.20,240.35,0.30,-0.51,0.57
4.43,9.85,-0.71,20.28,54.35,-286.72,0.44,-0.56,0.55
-7.36,8.58,-2.55,53.66,155.21,-11.10,0.76,-0.48,0.55
3.35,9.44,-1.41,-0.33,-7.94,28.56,0.67,-0.53,0.57
2.87,9.27,-0.89,4.47,-0.88,-5.70,0.66,-0.54,0.56
2.73,9.33,-0.62,19.58,18.51,0.40,0.64,-0.54,0.56
1.73,10.00,-2.19,38.50,129.96,41.29,0.59,-0.56,0.54
-0.07,8.36,1.47,-33.46,218.06,90.33,0.34,-0.55,0.54
2.27,9.55,0.14,-0.38,102.03,-59.23,0.20,-0.50,0.47
2.62,10.38,0.01,7.19,29.42,-107.64,0.36,-0.59,0.38
-0.35,8.87,-2.38,2.82,25.05,0.97,0.50,-0.60,0.34
1.25,9.86,-0.44,-20.26,-3.13,28.19,0.46,-0.60,0.35
2.11,9.28,-0.87,-9.88,16.47,-14.59,0.46,-0.60,0.38
2.55,9.35,-1.25,6.27,12.07,8.06,0.46,-0.60,0.38
4.24,14.29,-1.41,-25.53,79.90,130.17,0.40,-0.59,0.37
2.33,5.92,0.68,-20.21,59.26,-100.81,0.26,-0.52,0.33
1.02,13.73,0.64,45.89,-50.52,-147.29,0.54,-0.57,0.24
-3.01,10.72,-7.98,-56.19,-25.04,96.47,0.58,-0.55,0.20
2.98,9.58,-0.72,-20.82,10.47,28.17,0.53,-0.58,0.25
